ID,CID,Gender,AgeR,AgeG,AgeGroup,MHVS,SEND,SFQuestion_1_Text,SFQuestion_1_Rating,SFQuestion_2_Text,SFQuestion_2_Rating,SFQuestion_3_Text,SFQuestion_3_Rating,SFQuestion_4_Text,SFQuestion_4_Rating,SFQuestion_5_Text,SFQuestion_5_Rating,SFQuestion_6_Text,SFQuestion_6_Rating,SS_Brian_Text,SS_Brian_Rating,SS_Peabody_Text,SS_Peabody_Rating,SS_Prisoner_Text,SS_Prisoner_Rating,SS_Simon_Text,SS_Simon_Rating,SS_Burglar_Text,SS_Burglar_Rating
2001011,21,0,9.13,1,2,13,0,Why did the men hide ? they might have done a bad thing,0,What does the woman think ? where have they gone,2.0,Why did the driver lock Harold in the van ? because he might have not seen him,1.0,What is the deliveryman feeling and why ? scared because there was someone in the clothes,1.0,Why did Harold pick up the cat ? he picks up the cat because he is trying to be polite,0.0,Why does Harold fan Mildred ? he fans Mildred because he might be pretending to be a docter,0.0,Why does Brian say this ? he says that because he is being greedy,1.0,Why did she say that ? she says that because she does not want to be attacked,1.0,Why did the prisoner say that ? he said that because they will go to the sea,1.0,Why will Jim look in the cupboard for the paddle ? because he knows that Simon is a liar,2.0,Why did the burglar do that ? he did that because he did not want to be chased,0.0
2001012,21,0,10.07,2,3,-99,-99,Why did the men hide ? because they are scared of her~~~~~~~~~~~~~~~~~~,0,What does the woman think ? I do n't know,0.0,Why did the driver lock Harold in the van ? I think he lockes Harold in the van because a man tells him to,0.0,What is the deliveryman feeling and why ? I think the delivery man is scared because he thinks the man is a manakin,2.0,Why did Harold pick up the cat ? I think that Harold pikes up the cat because he thinks it is the scart,2.0,Why does Harold fan Mildred ? I think that he fans Mildred because he is pretending that she is sick,2.0,Why does Brian say this ? He says this because he is really greedy,1.0,Why did she say that ? She says that because she thinks he will rob her,2.0,Why did the prisoner say that ? He says that so they think he is lieing so they will go to the sea,2.0,Why will Jim look in the cupboard for the paddle ? because he knows that his brother lies to him and never tells the truth,2.0,Why did the burglar do that ? because he thinks that he knows that he is a burgular,2.0
2001013,21,0,9.54,1,2,15,-99,Why did the men hide ? I think because the men did not want the lady who walked in to see them with the thing,1,What does the woman think ? she was thinking where have they gone .,2.0,Why did the driver lock Harold in the van ? because he did not know he was in the back of his van .,2.0,What is the deliveryman feeling and why ? I think that he was feeling fine until Harold sneezed on him and realised that he was alive .,0.0,Why did Harold pick up the cat ? I think that he pick up the cat because he did not know that he was holding the cat instead of the scarf .,2.0,Why does Harold fan Mildred ? To make the man think that she fanted .,2.0,Why does Brian say this ? because he ants more sausages than anybody else .,1.0,Why did she say that ? because she did not want to get robed.~~,1.0,Why did the prisoner say that ? because the reds will think that he is lying to get them to go to the sea .,2.0,Why will Jim look in the cupboard for the paddle ? because he knows that Simon will be lying to him .,2.0,Why did the burglar do that ? because he though that he was going to take him to prison .,1.0
2001014,21,0,9.98,1,2,11,-99,Why did the men hide ? because they war not suppose to be here,0,What does the woman think ? what does this noise come frome,1.0,Why did the driver lock Harold in the van ? Because they did not have to be seen,1.0,What is the deliveryman feeling and why ? squered because his delivery moved,1.0,Why did Harold pick up the cat ? because he new that it was the womens,2.0,Why does Harold fan Mildred ? because he was trying to make him feel scared,0.0,Why does Brian say this ? because he wants more sausage then any body,1.0,Why did she say that ? because she is scared,1.0,Why did the prisoner say that ? because the green army will think he lie,2.0,Why will Jim look in the cupboard for the paddle ? because he never tells the truth,1.0,Why did the burglar do that ? because he dosent want to go to prison,0.0
2001015,21,0,10.04,2,3,10,-99,Why did the men hide ? because they are scard of the lady,0,What does the woman think ? do n't now,0.0,Why did the driver lock Harold in the van ? the driver does not now he is in the van,2.0,What is the deliveryman feeling and why ? at first the delivery man is feeling wayed down bye the delivery after he is scard,1.0,Why did Harold pick up the cat ? to tern it in to fer or a ~~coat,0.0,Why does Harold fan Mildred ? because he was trying to not make it look suspisous,1.0,Why does Brian say this ? he is greedy,1.0,Why did she say that ? because she is crasy,0.0,Why did the prisoner say that ? because they do n't believe him~~,2.0,Why will Jim look in the cupboard for the paddle ? siman would not give up that easy,0.0,Why did the burglar do that ? he thought that 's why the poleic man stoped him,1.0
2001016,21,0,9.41,1,2,12,-99,Why did the men hide ? I think they hid because they did not want the women to see them .,1,What does the woman think ? I think she is thinking where are those men .,2.0,Why did the driver lock Harold in the van ? I think the driver locks Harold in the van because the other person tells the driver to lock Harold up in the van .,0.0,What is the deliveryman feeling and why ? I think he was scared and shocked because he would not expect Harold the manicon to be alive because he did not know Harold had disguised himself .,2.0,Why did Harold pick up the cat ? I think he picks up the cat because he thought it would be funny .,0.0,Why does Harold fan Mildred ? I think he fans Mildred to pretend she passed out and you are supposed to fan people when they pass out .,2.0,Why does Brian say this ? Brian says this because he is greedy like it says in the text .,1.0,Why did she say that ? She said that because she thought the man would attack her because she is scared someone might attack when she is walking home .,2.0,Why did the prisoner say that ? the prisoner says that because he is smart and lies to the other team about where it is .,0.0,Why will Jim look in the cupboard for the paddle ? he will look in the cupboard because he knows his brother is lying to him .,2.0,Why did the burglar do that ? The Burgular did that because he wanted to be truthful and he also did not know that the policeman was just going to he dropped his golve,2.0
2001017,21,1,9.94,1,2,12,-99,Why did the men hide ? The men hide because their mother came to the room,0,What does the woman think ? The was thinking where the men gone,2.0,Why did the driver lock Harold in the van ? Because the driver did n't see Harold,1.0,What is the deliveryman feeling and why ? The delievery man was feeling horrified when he saw the manecen was aman,1.0,Why did Harold pick up the cat ? Harold picks up the cat because he thought it was a scarf,2.0,Why does Harold fan Mildred ? Because his boss was there,0.0,Why does Brian say this ? He say this because he wants more when he gets home,1.0,Why did she say that ? Because she thought he was a robber,2.0,Why did the prisoner say that ? Because he was a betrayer,0.0,Why will Jim look in the cupboard for the paddle ? Because Simon is a big liar,1.0,Why did the burglar do that ? Because the policeman already knew he was the burglar,2.0
2001018,21,0,9.97,1,2,17,-99,Why did the men hide ? I think the men hide because they are not allowed to be in that room and then somebody comes,0,What does the woman think ? I think the woman is thinking that there are intruders in the room,0.0,Why did the driver lock Harold in the van ? I think the driver locks Harold in the van because the driver does n't know he is there,2.0,What is the deliveryman feeling and why ? I think the delivery man was feeling frightend because he thinks the manacin comes to life,2.0,Why did Harold pick up the cat ? I think Harold picks up the cat because he knows there is something in the ladys scarf,2.0,Why does Harold fan Mildred ? I think Harold fans Mildred to pretend she has fainted,2.0,Why does Brian say this ? Brian says this because he is a very greedy boy and he knows that he is only allowed 2 sausages so he lies to have more sauseges than the other people,2.0,Why did she say that ? Mrs Peabody said that because she thought the man was going to take her purse or hurt her,2.0,Why did the prisoner say that ? the prisoner said that because when the red army come the blue army will attack the red army,0.0,Why will Jim look in the cupboard for the paddle ? Jim will look in the cupboard because he knows that Simon is lying,2.0,Why did the burglar do that ? the burglar did that because he thought the policemen had found out he had robbed the shop,2.0
2001019,21,1,9.58,1,2,19,-99,Why did the men hide ? the woman was an assasnater .,1,What does the woman think ? kill them ! kill them all .,0.0,Why did the driver lock Harold in the van ? to ask him where his secret carrot patch is .,0.0,What is the deliveryman feeling and why ? he is felling scared bescause his delivery is alive,1.0,Why did Harold pick up the cat ? to scare the lady â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦,0.0,Why does Harold fan Mildred ? because she is 'to hot ',0.0,Why does Brian say this ? He is â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€,0.0,Why did she say that ? she is dfhio worred,1.0,Why did the prisoner say that ? to trick the enemy into thinking he is liying so they will go to the sea when they actually in the mountains,2.0,Why will Jim look in the cupboard for the paddle ? because simon always lies,1.0,Why did the burglar do that ? he is STUPID,0.0
2001021,21,1,10.04,2,3,11,-99,Why did the men hide ? I think that the men hid because they did n't want to know,2,What does the woman think ? where are the men are,2.0,Why did the driver lock Harold in the van ? he does n't know that Harold is there,2.0,What is the deliveryman feeling and why ? he feels confused and mad,1.0,Why did Harold pick up the cat ? he thinks it is the laidies scarf,2.0,Why does Harold fan Mildred ? cause her father comes in,0.0,Why does Brian say this ? he is greedy,1.0,Why did she say that ? she is nervious,1.0,Why did the prisoner say that ? they will go to the sae,1.0,Why will Jim look in the cupboard for the paddle ? he is a liar,1.0,Why did the burglar do that ? he is a robber,0.0
2001022,21,0,9.64,1,2,15,-99,Why did the men hide ? Because they were telling each other a secret,1,What does the woman think ? where are them rascals ?,2.0,Why did the driver lock Harold in the van ? Because he did n't pay attention so he did n't realise that he was there~~,2.0,What is the deliveryman feeling and why ? the delivery man is shocked because he thought Harold was a model and he was n't alive . when he sneezed he was shocked .,2.0,Why did Harold pick up the cat ? Harold picks up the cat because he thought the cat was the woman 's scarf,2.0,Why does Harold fan Mildred ? Harold fans Mildred because he wanted the man to think she was ill and needed some sleep~~,2.0,Why does Brian say this ? Brian says this because it is his favourite dinner today . He wants as much as possible .,1.0,Why did she say that ? She said that because she is very anxious and even though he just wanted to know what the time is she is still worried,1.0,Why did the prisoner say that ? Because the red army will think he is lying so they will check by the sea,2.0,"Why will Jim look in the cupboard for the paddle ? because normally Simon lies . The paddle will be under the bed , but Jim will think Simon is lying so he will look in the cupboard",2.0,Why did the burglar do that ? he did that because he though the police officer was telling him to stop because he robbed a shop . so the robber thought there was no point of trying to run because the police officer had a car which,2.0
2001023,21,0,9.86,1,2,18,-99,Why did the men hide ? the men hid because they were scared of their estate agent,0,What does the woman think ? were are the men I need them to pay me rent,2.0,Why did the driver lock Harold in the van ? the driver locks Harold in the van because he dis not know he was in the van because he was hidden,2.0,What is the deliveryman feeling and why ? he is shocked because Harold was so still and he just took him into the shop,1.0,Why did Harold pick up the cat ? Harold picks up the cat because the womens scarf was next to it,0.0,Why does Harold fan Mildred ? because mildred pretends to faint,0.0,Why does Brian say this ? because he really wants lots more sausages than any one else,1.0,Why did she say that ? I do n't know,0.0,Why did the prisoner say that ? because the red army thinks that he will to them lie to them so he told the truth,2.0,Why will Jim look in the cupboard for the paddle ? simon lies all the time so if hsays under the bed it will be in the cubord,1.0,Why did the burglar do that ? I do n't know,0.0
2001024,21,1,9.28,1,2,17,-99,Why did the men hide ? Because the nanny was looking for people who were snooping around .,0,What does the woman think ? where are these two men ?,2.0,Why did the driver lock Harold in the van ? He thought it was just clothes inside,2.0,What is the deliveryman feeling and why ? Petrified because he realised he was alive !,2.0,Why did Harold pick up the cat ? He picks up the cat because he thought it was a piece of cloth but it was a cat.So the lady was wearing a cat .,2.0,Why does Harold fan Mildred ? bECAUSE WHEN THE man comes Harold wants to pretend that he was doing his job.So he pretends mildred is dead,2.0,Why does Brian say this ? Because he wants more sausages and he is a greedy boy but when he gets home he will be full,1.0,Why did she say that ? because she is scared of being attacked so she thought the man was going to rob her,2.0,Why did the prisoner say that ? Because he knew they thought he was going to lie so they thought the tanks were at the seaside,2.0,Why will Jim look in the cupboard for the paddle ? because he knows Simon is lying so he looks for the paddle in the cubourd,2.0,Why did the burglar do that ? the burglar thought the police man knew he had done the break-in .,2.0
2001025,21,1,9.88,1,2,-99,-99,Why did the men hide ? I think they hide because Malin might be cross,0,What does the woman think ? she might be thinking what are they doing,0.0,Why did the driver lock Harold in the van ? I think that because he is not atentive,2.0,What is the deliveryman feeling and why ? he must have felt scared because he jumped and ran away,1.0,Why did Harold pick up the cat ? he picked up the cat because she might be scared of them,0.0,Why does Harold fan Mildred ? to pretend she is sleeping,2.0,Why does Brian say this ? he said that because he is very greedy,1.0,Why did she say that ? she said that because she is scared that he will attack,1.0,Why did the prisoner say that ? he said that because they think he is lying,2.0,Why will Jim look in the cupboard for the paddle ? he will look in the cupboard because he always lies,1.0,Why did the burglar do that ? he did that because he thought he had seen him,1.0
2001026,21,1,9.11,1,2,13,-99,Why did the men hide ? they were scared,0,What does the woman think ? she is thinking were are the men,2.0,Why did the driver lock Harold in the van ? he wants Harold to go with him,0.0,What is the deliveryman feeling and why ? he is scared because he thought that Harold was not a real person and Harold was alive,2.0,Why did Harold pick up the cat ? he thinks that the cat is the scarf,2.0,Why does Harold fan Mildred ? I do not know,0.0,Why does Brian say this ? because he wants more sausages than everyone else,1.0,Why did she say that ? she is scared he will attack her,1.0,Why did the prisoner say that ? because mountains are hard to climb,0.0,Why will Jim look in the cupboard for the paddle ? because Simon is a liar,1.0,Why did the burglar do that ? he did not know that the policeman was just trying to give him his glove back,1.0
2001027,21,0,9.52,1,2,11,-99,Why did the men hide ? Because they were scared,0,What does the woman think ? Were are they,2.0,Why did the driver lock Harold in the van ? Because he wants to see what he knows about something,1.0,What is the deliveryman feeling and why ? Scared because it would be very scary if someone that you were caring just sneesed that I would jump . So I think scared .,1.0,Why did Harold pick up the cat ? Because he wanted to give the woman a nice scarf .,1.0,Why does Harold fan Mildred ? Because he loves her,1.0,Why does Brian say this ? Because he is very greedy,1.0,Why did she say that ? Because she was afrayed that she would get robed,1.0,Why did the prisoner say that ? Because he wanted to protect his army,1.0,Why will Jim look in the cupboard for the paddle ? because he knows Simon will lie,2.0,Why did the burglar do that ? because he wanted his gluve back,0.0
2001028,21,1,9.56,1,2,-99,-99,Why did the men hide ? because they do not like her,0,What does the woman think ? they have done somthing,0.0,Why did the driver lock Harold in the van ? it was an axedent,0.0,What is the deliveryman feeling and why ? scared because it was a real man,1.0,Why did Harold pick up the cat ? because he thinks it is the scarf,2.0,Why does Harold fan Mildred ? because she is hot,0.0,Why does Brian say this ? so he can get more sausages,1.0,Why did she say that ? she was scared,1.0,Why did the prisoner say that ? his army will shoot at them,0.0,Why will Jim look in the cupboard for the paddle ? because he lies,1.0,Why did the burglar do that ? he,0.0
2001029,21,0,10.04,2,3,-99,-99,Why did the men hide ? I think the men hid because they did not want the woman to see them .,1,What does the woman think ? where are they,2.0,Why did the driver lock Harold in the van ? I think the driver locks Harold in the van because I do n't think he know that he is in the van .,2.0,What is the deliveryman feeling and why ? I think the delivery man was scared because he did not know that it was a real human,2.0,Why did Harold pick up the cat ? I think Harold picks up the cat because it looked like the woman scarf .,1.0,Why does Harold fan Mildred ? I think Harold fans Mildred because someone was coming inside the room .,0.0,Why does Brian say this ? I think he said this because he want more food .,1.0,Why did she say that ? I think Mrs Peabody say that because she thought he was a robber,2.0,Why did the prisoner say that ? so they might say no or yes and if they say no it might be the other one .,0.0,Why will Jim look in the cupboard for the paddle ? because he is a liar so he said the different one .,1.0,Why did the burglar do that ? because he thought the policeman found out that he was a burglar .,2.0
2001030,21,1,9.31,1,2,13,-99,Why did the men hide ? I think they hide because the woman is coming to tell the men to not take the cd,0,What does the woman think ? the woman is thinking to beat the men up,0.0,Why did the driver lock Harold in the van ? the driver locks Harold because he does not like him~~,0.0,What is the deliveryman feeling and why ? He is scared because he thinks that Harold is an alien or something .,2.0,Why did Harold pick up the cat ? He picks up the cat because he thinks it is a scarf because it is white like a scarf,2.0,Why does Harold fan Mildred ? Harold fans Mildred to pretend to be sick so he fans her and the Manger thinks that she has a fever .,2.0,Why does Brian say this ? He says that because he is greedy,1.0,Why did she say that ? Mrs Peabody said that because she is worried that somebody might,1.0,Why did the prisoner say that ? the prisoner said that because he thought that they would not believe,2.0,Why will Jim look in the cupboard for the paddle ? because he does not believe him,2.0,Why did the burglar do that ? because the policeman says stop and he stopped,0.0
2002001,22,1,9.58,1,2,13,-99,Why did the men hide ? they are hiding something~~,0,What does the woman think ? what was this noise,1.0,Why did the driver lock Harold in the van ? on accident~~,2.0,What is the deliveryman feeling and why ? because he is scared and saw Harold move,1.0,Why did Harold pick up the cat ? it is dead,0.0,Why does Harold fan Mildred ? pretending that she is dying,2.0,Why does Brian say this ? because he is fat and wants to be fatter,0.0,Why did she say that ? she is a scardey cat,1.0,Why did the prisoner say that ? phsico therapy,0.0,Why will Jim look in the cupboard for the paddle ? his bro is a liar,1.0,Why did the burglar do that ? because he thought that the polece had caught him,1.0
2002002,22,1,9.88,1,2,-99,-99,Why did the men hide ? because were not supposed to be there,0,What does the woman think ? who is there ?,0.0,Why did the driver lock Harold in the van ? because he was going to deliver the thing in the truck but he did not notice Harold,2.0,What is the deliveryman feeling and why ? frightened because he thought Harold was a doll but he was surprised that it moved,2.0,Why did Harold pick up the cat ? he wanted to have a cat,0.0,Why does Harold fan Mildred ? so he has an excuse to do something,1.0,Why does Brian say this ? so then he gets more sausages because he is a very greedy boy and he lies so he can get sausages,2.0,Why did she say that ? she is scared that he is going to hurt her because she is a scaredy cat,1.0,Why did the prisoner say that ? because he does not want to betray his army,1.0,Why will Jim look in the cupboard for the paddle ? because he knows that he is lying so he looks in the opposite place,2.0,Why did the burglar do that ? because he thought the policeman knew so he gave up because he did not want to fight,2.0
2002003,22,0,9.88,1,2,14,-99,Why did the men hide ? because they were not supposed to be there,0,What does the woman think ? is there someone there in the room,0.0,Why did the driver lock Harold in the van ? because he did n't know that Harold was in there,2.0,What is the deliveryman feeling and why ? he is feeling worried because the thing he was carrying was moving and sneesed,1.0,Why did Harold pick up the cat ? because he does n't want it to leave cat hair on the floor,0.0,Why does Harold fan Mildred ? because he pretends that Mildred is sick and he does n't want the man to know what he is doing,2.0,Why does Brian say this ? because he is greedy,1.0,Why did she say that ? because she thought he was a robber and he was going to take her purse,2.0,Why did the prisoner say that ? because they would think he will trick them and so he would say the right answer to double trick them,2.0,Why will Jim look in the cupboard for the paddle ? because Jim knows that Simon is a liar so he would look in the cupboard,2.0,Why did the burglar do that ? because he thought the police man wanted to take him to jail but really the police man just told him that he dropped his glove,2.0
2002004,22,1,9.95,1,2,12,-99,Why did the men hide ? because they are keeping a secret,1,What does the woman think ? were are they,2.0,Why did the driver lock Harold in the van ? he does n't know he is in there,2.0,What is the deliveryman feeling and why ? shocked because he does n't know she was a real person,2.0,Why did Harold pick up the cat ? he thought it was a scarth,2.0,Why does Harold fan Mildred ? because there making her dry up tto look like a stachu,1.0,Why does Brian say this ? its al he cares about,1.0,Why did she say that ? she though he was thief,2.0,Why did the prisoner say that ? he wanted his country to win the the war,1.0,Why will Jim look in the cupboard for the paddle ? because he knows he is lying,2.0,Why did the burglar do that ? he knew if he did n't give up hey were probly going to kill him .,0.0
